lat,lon,distance,pci,mean_rsrp
51.38331,12.255423604825982,3677.037475409411,216,-274.41998
51.38331,12.256141812955537,3718.675080083597,216,-274.25214
51.38331,12.256860021085092,3760.516201480758,216,-273.6673
51.38331,12.257578229214648,3802.554121459018,216,-272.18015
51.38331,12.258296437344203,3844.7823847779646,216,-270.25836
51.38331,12.259014645473759,3887.194788091979,216,-268.59998
51.38331,12.259732853603314,3929.7853693837783,216,-267.8979
51.38331,12.26045106173287,3972.548397793282,216,-267.4726
51.38331,12.261169269862425,4015.47836387079,216,-266.80957
51.38331,12.26188747799198,4058.5699702102743,216,-266.13138
51.38331,12.262605686121535,4101.8181224829395,216,-265.3891
51.38331,12.26332389425109,4145.217920828621,216,-264.26276
51.38331,12.264042102380646,4188.764651633662,216,-262.84476
51.38331,12.264760310510201,4232.453779633384,216,-263.1053
51.38331,12.265478518639757,4276.280940371703,216,-261.54126
51.38331,12.266196726769312,4320.241932984611,216,-257.97192
51.38331,12.266914934898868,4364.332713289194,216,-253.62231
51.38331,12.267633143028423,4408.549387184496,216,-245.7102
51.38331,12.268351351157978,4452.888204342345,216,-239.27898
51.38331,12.269069559287534,4497.345552169021,216,-236.63237
51.38331,12.269787767417089,4541.917950044858,216,-230.09984
51.38331,12.270505975546644,4586.602043813484,216,-221.4944
51.38331,12.2712241836762,4631.3946005171365,216,-213.43782
51.38331,12.271942391805755,4676.292503366471,216,-206.08963
51.38331,12.27266059993531,4721.292746941189,216,-198.51389
51.38331,12.273378808064866,4766.392432592274,216,-184.05853
51.38331,12.274097016194421,4811.588764065561,216,-166.70107
51.38331,12.274815224323977,4856.8790433045615,216,-163.00674
51.38331,12.275533432453532,4902.260666453795,216,-162.46841
51.38331,12.276251640583087,4947.731120034316,216,-162.29988
51.38331,12.276969848712643,4993.287977287193,216,-162.7998
51.38331,12.277688056842198,5038.928894687083,216,-163.60431
51.38331,12.278406264971753,5084.6516086060465,216,-164.14412
51.38331,12.279124473101309,5130.4539321231,216,-164.68576
51.38331,12.279842681230864,5176.3337519779725,216,-165.22977
51.38331,12.28056088936042,5222.289025661758,216,-165.64902
51.38331,12.281279097489975,5268.317778630922,216,-166.14893
51.38331,12.28199730561953,5314.418101645472,216,-169.2705
51.38331,12.282715513749086,5360.588148222705,216,-176.96754
51.38331,12.283433721878641,5406.826132205906,216,-192.51913
51.38331,12.284151930008196,5453.130325433452,216,-208.11057
51.38331,12.284870138137752,5499.499055513287,216,-224.07205
51.38331,12.285588346267307,5545.930703690406,216,-240.46191
51.38331,12.286306554396862,5592.423702811202,216,-256.88818
51.38331,12.287024762526418,5638.976535366688,216,-273.91425
51.38331,12.287742970655973,5685.587731628336,216,-292.71112
51.38331,12.288461178785528,5732.255867857479,216,-305.9643
51.38331,12.289179386915084,5778.979564594638,216,-316.09293
51.38331,12.28989759504464,5825.757485017768,216,-323.985
51.38331,12.290615803174195,5872.588333371241,216,-330.70383
51.38331,12.29133401130375,5919.4708534606025,216,-331.34894
51.38331,12.292052219433305,5966.403827210966,216,-331.99573
51.38331,12.29277042756286,6013.386073283041,216,-332.6433
51.38331,12.293488635692416,6060.4164457492825,216,-333.29242
51.38331,12.294206843821971,6107.493832822011,216,-333.94318
51.38331,12.294925051951527,6154.617155636871,216,-334.59503
51.38331,12.295643260081082,6201.785367081904,216,-335.24622
51.38331,12.296361468210637,6248.997450677365,216,-335.899
51.38331,12.297079676340193,6296.252419500793,216,-336.5525
51.38331,12.297797884469748,6343.54931515399,216,-337.0866
51.38331,12.298516092599304,6390.88720677171,216,-337.2981
51.38331,12.299234300728859,6438.2651900701585,216,-337.383
51.38331,12.299952508858414,6485.682386434156,216,-337.46912
51.38331,12.30067071698797,6533.137942041147,216,-337.55634
51.38331,12.301388925117525,6580.631027013423,216,-337.64484
51.38331,12.30210713324708,6628.16083461443,216,-337.74072
51.38331,12.302825341376636,6675.726580467313,216,-337.92767
51.38331,12.303543549506191,6723.3275018059985,216,-338.11584
51.38331,12.304261757635746,6770.962856759533,216,-338.30502
