lat,lon,distance,pci,mean_rsrp,std_rsrp
51.38331,12.184321,2788.3051314793674,216,-100.04504,5.7622094
51.38331,12.185039208129556,2754.5932037387633,216,-100.01519,5.6686087
51.38331,12.185757416259111,2721.381988111157,216,-99.98244,5.567821
51.38331,12.186475624388667,2688.690039345036,216,-99.95022,5.476976
51.38331,12.187193832518222,2656.536528162217,216,-99.919365,5.394853
51.38331,12.187912040647777,2624.941240978884,216,-99.889626,5.314284
51.38331,12.188630248777333,2593.9245762147534,216,-99.86008,5.2358174
51.38331,12.189348456906888,2563.507536748805,216,-99.83032,5.158462
51.38331,12.190066665036444,2533.71171806044,216,-99.8005,5.0822425
51.38331,12.190784873165999,2504.559291555403,216,-99.77427,5.015876
51.38331,12.191503081295554,2476.072982570811,216,-99.74719,4.9533367
51.38331,12.19222128942511,2448.2760425564934,216,-99.72117,4.8926797
51.38331,12.192939497554665,2421.192214911094,216,-99.69665,4.8330464
51.38331,12.19365770568422,2394.8456939852986,216,-99.67289,4.7733955
51.38331,12.194375913813776,2369.2610767762985,216,-99.64966,4.713486
51.38331,12.195094121943331,2344.463306886297,216,-99.62719,4.6540027
51.38331,12.195812330072886,2320.4776103738322,216,-99.603935,4.595495
51.38331,12.196530538202442,2297.3294231916725,216,-99.57888,4.533575
51.38331,12.197248746331997,2275.0443100305974,216,-99.54878,4.4629955
51.38331,12.197966954461553,2253.647874461958,216,-99.51925,4.380475
51.38331,12.198685162591108,2233.1656604631203,216,-99.48944,4.2946997
51.38331,12.199403370720663,2213.6230455118393,216,-99.460556,4.21664
51.38331,12.200121578850219,2195.0451256688775,216,-99.43314,4.1442075
51.38331,12.200839786979774,2177.456593227373,216,-99.406456,4.0747476
51.38331,12.20155799510933,2160.881607729504,216,-99.38102,4.007588
51.38331,12.202276203238885,2145.3436613839526,216,-99.356636,3.9424942
51.38331,12.20299441136844,2130.865440104868,216,-99.33497,3.878884
51.38331,12.203712619497995,2117.468681661912,216,-99.31337,3.818503
51.38331,12.20443082762755,2105.1740325694286,216,-99.294014,3.7599385
51.38331,12.205149035757106,2094.000905582698,216,-99.275314,3.7036598
51.38331,12.205867243886662,2083.9673398034074,216,-99.25807,3.6495721
51.38331,12.206585452016217,2075.0898654659472,216,-99.24175,3.5975726
51.38331,12.207303660145772,2067.3833756138865,216,-99.22563,3.5476677
51.38331,12.208021868275328,2060.8610068086264,216,-99.2107,3.5021293
51.38331,12.208740076404883,2055.5340310045826,216,-99.19637,3.4570591
51.38331,12.209458284534438,2051.4117605872257,216,-99.18178,3.414884
51.38331,12.210176492663994,2048.501468380566,216,-99.16834,3.3760724
51.38331,12.210894700793549,2046.8083242098878,216,-99.15469,3.340437
51.38331,12.211612908923104,2046.3353492955334,216,-99.14144,3.307408
51.38331,12.21233111705266,2047.0833893910747,216,-99.12943,3.276695
51.38331,12.213049325182215,2049.0511072425606,216,-99.11926,3.2470918
51.38331,12.21376753331177,2052.234994507818,216,-99.10922,3.2194989
51.38331,12.214485741441326,2056.62940290527,216,-99.100075,3.194487
51.38331,12.215203949570881,2062.2265939327986,216,-99.09175,3.171666
51.38331,12.215922157700437,2069.016806159528,216,-99.08401,3.1510422
51.38331,12.216640365829992,2076.9883387327345,216,-99.07714,3.1327283
51.38331,12.217358573959547,2086.1276494751055,216,-99.07058,3.1160223
51.38331,12.218076782089103,2096.4194657046587,216,-99.06618,3.1004272
51.38331,12.218794990218658,2107.8469057466573,216,-99.06271,3.0878596
51.38331,12.219513198348213,2120.3916090070866,216,-99.06231,3.0830286
51.38331,12.220231406477769,2134.033872417889,216,-99.06319,3.0823324
51.38331,12.220949614607324,2148.7527911059146,216,-99.065094,3.0847168
51.38331,12.22166782273688,2164.5264012092,216,-99.06809,3.090165
51.38331,12.222386030866435,2181.3318228442686,216,-99.07246,3.0981655
51.38331,12.22310423899599,2199.1454014546684,216,-99.077286,3.1093318
51.38331,12.223822447125546,2217.9428459028877,216,-99.08228,3.1237555
51.38331,12.224540655255101,2237.699361888152,216,-99.086876,3.1301222
51.38331,12.225258863384656,2258.3897795203247,216,-99.08527,3.1282814
51.38331,12.225977071514212,2279.9886740560387,216,-99.0797,3.1245184
51.38331,12.226695279643767,2302.4704790579913,216,-99.07495,3.1200237
51.38331,12.227413487773322,2325.80959142372,216,-99.069916,3.115111
51.38331,12.228131695902878,2349.980467938345,216,-99.06478,3.1107626
51.38331,12.228849904032433,2374.9577131632223,216,-99.061264,3.1126525
51.38331,12.229568112161989,2400.716158655156,216,-99.05768,3.115554
51.38331,12.230286320291544,2427.230933596823,216,-99.05423,3.1196477
51.38331,12.2310045284211,2454.4775271025264,216,-99.05074,3.1252494
51.38331,12.231722736550655,2482.431842475791,216,-99.046165,3.1300685
51.38331,12.23244094468021,2511.0702438321737,216,-99.04096,3.1362727
51.38331,12.233159152809765,2540.36959551154,216,-99.03636,3.145624
51.38331,12.23387736093932,2570.307294771044,216,-99.032074,3.1562831
51.38331,12.234595569068876,2600.8612982410227,216,-99.02804,3.1683922
51.38331,12.235313777198431,2632.010142686986,216,-99.02504,3.181545
51.38331,12.236031985327987,2663.732960541587,216,-99.02272,3.1966965
51.38331,12.236750193457542,2696.0094907649122,216,-99.021675,3.2135983
51.38331,12.237468401587098,2728.8200854658758,216,-99.02107,3.2317083
51.38331,12.238186609716653,2762.145712792507,216,-99.021454,3.2507591
51.38331,12.238904817846208,2795.9679565125757,216,-99.02399,3.269707
51.38331,12.239623025975764,2830.2690127035985,216,-99.02538,3.2915752
51.38331,12.240341234105319,2865.031683935515,216,-99.027084,3.315945
51.38331,12.241059442234874,2900.2393713056176,216,-99.02948,3.3379123
51.38331,12.24177765036443,2935.8760646538917,216,-99.03218,3.3605258
51.38331,12.242495858493985,2971.926331243767,216,-99.0363,3.3835394
51.38331,12.24321406662354,3008.3753031911356,216,-99.041275,3.4086344
51.38331,12.243932274753096,3045.2086638718406,216,-99.04668,3.4356358
51.38331,12.244650482882651,3082.412633526506,216,-99.052986,3.464686
51.38331,12.245368691012207,3119.9739542568227,216,-99.05992,3.4949546
51.38331,12.246086899141762,3157.879874575266,216,-99.06653,3.525948
51.38331,12.246805107271317,3196.118133661306,216,-99.07199,3.557361
51.38331,12.247523315400873,3234.67694545251,216,-99.0765,3.588334
51.38331,12.248241523530428,3273.544982673041,216,-99.07896,3.6201153
51.38331,12.248959731659983,3312.711360912378,216,-99.08378,3.6608112
51.38331,12.249677939789539,3352.1656228221377,216,-99.09115,3.7084804
51.38331,12.250396147919094,3391.8977224978203,216,-99.10102,3.761102
51.38331,12.25111435604865,3431.8980101204393,216,-99.111176,3.8152862
51.38331,12.251832564178205,3472.1572168810535,216,-99.12682,3.899716
51.38331,12.25255077230776,3512.6664402532083,216,-99.14244,3.9871151
51.38331,12.253268980437316,3553.4171296175628,216,-99.154305,4.061618
51.38331,12.253987188566871,3594.40107228644,216,-99.15242,4.1027946
51.38331,12.254705396696426,3635.610379927591,216,-99.141075,4.0937114
51.38331,12.255423604825982,3677.037475409411,216,-99.13029,4.0892925
51.38331,12.256141812955537,3718.675080083597,216,-99.12464,4.081971
51.38331,12.256860021085092,3760.516201480758,216,-99.1216,4.0744724
51.38331,12.257578229214648,3802.554121459018,216,-99.11971,4.0698676
51.38331,12.258296437344203,3844.7823847779646,216,-99.11803,4.06344
51.38331,12.259014645473759,3887.194788091979,216,-99.11808,4.0569215
51.38331,12.259732853603314,3929.7853693837783,216,-99.119774,4.058371
51.38331,12.26045106173287,3972.548397793282,216,-99.122826,4.068929
51.38331,12.261169269862425,4015.47836387079,216,-99.125145,4.0805426
51.38331,12.26188747799198,4058.5699702102743,216,-99.13054,4.091521
51.38331,12.262605686121535,4101.8181224829395,216,-99.137955,4.102969
51.38331,12.26332389425109,4145.217920828621,216,-99.14665,4.1178126
51.38331,12.264042102380646,4188.764651633662,216,-99.16402,4.13863
51.38331,12.264760310510201,4232.453779633384,216,-99.180756,4.162238
51.38331,12.265478518639757,4276.280940371703,216,-99.2014,4.1883507
51.38331,12.266196726769312,4320.241932984611,216,-99.22406,4.2178817
51.38331,12.266914934898868,4364.332713289194,216,-99.25013,4.2529182
51.38331,12.267633143028423,4408.549387184496,216,-99.27954,4.287255
51.38331,12.268351351157978,4452.888204342345,216,-99.310905,4.3176813
51.38331,12.269069559287534,4497.345552169021,216,-99.3424,4.3479567
51.38331,12.269787767417089,4541.917950044858,216,-99.373795,4.379643
51.38331,12.270505975546644,4586.602043813484,216,-99.40805,4.4153438
51.38331,12.2712241836762,4631.3946005171365,216,-99.44306,4.4543786
51.38331,12.271942391805755,4676.292503366471,216,-99.47834,4.495797
51.38331,12.27266059993531,4721.292746941189,216,-99.51332,4.538819
51.38331,12.273378808064866,4766.392432592274,216,-99.54813,4.5827274
51.38331,12.274097016194421,4811.588764065561,216,-99.582306,4.6276174
51.38331,12.274815224323977,4856.8790433045615,216,-99.61607,4.674987
51.38331,12.275533432453532,4902.260666453795,216,-99.65347,4.7225738
51.38331,12.276251640583087,4947.731120034316,216,-99.6964,4.7706723
51.38331,12.276969848712643,4993.287977287193,216,-99.743774,4.81911
51.38331,12.277688056842198,5038.928894687083,216,-99.793236,4.8692217
51.38331,12.278406264971753,5084.6516086060465,216,-99.84353,4.9226217
51.38331,12.279124473101309,5130.4539321231,216,-99.90157,4.980284
51.38331,12.279842681230864,5176.3337519779725,216,-99.96923,5.0445385
51.38331,12.28056088936042,5222.289025661758,216,-100.038574,5.109518
51.38331,12.281279097489975,5268.317778630922,216,-100.10843,5.177081
51.38331,12.28199730561953,5314.418101645472,216,-100.17877,5.248857
51.38331,12.282715513749086,5360.588148222705,216,-100.24629,5.3241496
51.38331,12.283433721878641,5406.826132205906,216,-100.3104,5.3976493
51.38331,12.284151930008196,5453.130325433452,216,-100.36543,5.469888
51.38331,12.284870138137752,5499.499055513287,216,-100.418,5.5382285
51.38331,12.285588346267307,5545.930703690406,216,-100.44746,5.585019
51.38331,12.286306554396862,5592.423702811202,216,-100.45645,5.625043
51.38331,12.287024762526418,5638.976535366688,216,-100.45985,5.6500793
51.38331,12.287742970655973,5685.587731628336,216,-100.46107,5.670968
51.38331,12.288461178785528,5732.255867857479,216,-100.461914,5.6943045
51.38331,12.289179386915084,5778.979564594638,216,-100.463394,5.719165
51.38331,12.28989759504464,5825.757485017768,216,-100.46532,5.745723
