lat,lon,distance,rsrp,pci,lat_minmax,lon_minmax,distance_minmax,rsrp_minmax,pci_minmax,lat_meannorm,lon_meannorm,distance_meannorm,rsrp_meannorm
51.404668,12.211119,262.97916477299333,-91.4,217.0,0.512378850398261,0.21012765423579743,0.05321632922980703,0.4796874999999999,0.0014084507042253522,0.23555951676006937,-0.6041151808534264,-1.1233426733020075,0.5039657535742261
51.404696,12.211107,266.1517995403195,-90.5,217.0,0.513050570962515,0.21003356020449626,0.053915238190835275,0.49374999999999997,0.0014084507042253522,0.239413359642494,-0.6046254885881128,-1.1183125166135248,0.5900049035532058
51.404784,12.211114,275.8627627821997,-90.6,217.0,0.5151616927358117,0.21008844838942312,0.05605449459055192,0.49218750000000006,0.0014084507042253522,0.25152543727255217,-0.6043278090762061,-1.1029159549904166,0.5804449979999864
51.404865,12.211155,284.63281507542854,-90.5,217.0,0.5171048843681301,0.21040993632970095,0.05798647497466333,0.49374999999999997,0.0014084507042253522,0.26267405418249323,-0.6025842576493673,-1.0890111911469857,0.5900049035532058
51.404931,12.211275,291.5193852401007,-92.9,217.0,0.51868822569806,0.2113508766427266,0.059503537590381794,0.4562499999999999,0.0014084507042253522,0.2717581124047924,-0.5974811803024279,-1.0780926551303975,0.3605671702759278
51.404948,12.211321,293.30489842803075,-97.9,217.0,0.5190960560406306,0.21171157042937877,0.059896873495267615,0.3781249999999999,0.0014084507042253522,0.2740979455833375,-0.5955250006528093,-1.0752617553378538,-0.11742810738506695
51.404964,12.211368,295.01393527104733,-99.8,217.0,0.5194798963631101,0.21208010538531416,0.06027336220320621,0.3484375,0.0014084507042253522,0.27630014151643095,-0.5935262953585896,-1.0725521074466757,-0.29906631289624414
51.405054,12.211711,305.58468814042294,-99.2,216.0,0.5216389981767593,0.21476962644668776,0.06260202416622447,0.3578124999999999,0.0,0.2886874936383704,-0.5789399992753886,-1.0557923644734875,-0.2417068795769253
51.40507,12.211775,307.6686793141805,-96.5,216.0,0.5220228384992388,0.21527146128029867,0.06306111265666249,0.39999999999999997,0.0,0.2908896895714638,-0.5762183580237028,-1.0524882330779124,0.016410570360012113
51.405087,12.211846,309.96750300008017,-95.6,216.0,0.5224306688418094,0.2158281842988364,0.06356752722743053,0.41406250000000006,0.0,0.2932295227500089,-0.5731990372601102,-1.0488434885083961,0.1024497203389917
51.405105,12.211918,312.4565006272389,-94.2,216.0,0.5228624892044711,0.21639274848665735,0.0641158357700698,0.4359374999999999,0.0,0.2957069931740056,-0.5701371908519164,-1.0448972264958856,0.2362883980840694
51.405123,12.211996,315.06886633934687,-93.7,216.0,0.5232943095673032,0.217004359690108,0.06469132142775677,0.4437499999999999,0.0,0.29818446359898026,-0.5668201905764927,-1.0407553665519507,0.2840879258501689
51.405139,12.212064,317.44821489930905,-93.6,216.0,0.5236781498896124,0.21753755920082393,0.06521547505775961,0.44531250000000006,0.0,0.3003866595310958,-0.5639284467465527,-1.0369829512092252,0.29364783140338957
51.405154,12.212126,319.71674888409257,-97.0,216.0,0.5240380001920009,0.21802371169588233,0.06571521702197522,0.39218749999999997,0.0,0.30245121821873766,-0.5612918567839938,-1.0333862304287158,-0.03138895740608736
51.405198,12.212311,326.696488347452,-95.7,216.0,0.5250935610785639,0.21947432801178818,0.06725280417408717,0.4124999999999999,0.0,0.30850725703327775,-0.553424612540843,-1.0223199761258062,0.09288981478577099
51.405213,12.212373,329.1584471655607,-95.2,216.0,0.5254534113809524,0.21996048050684655,0.0677951562586635,0.4203124999999999,0.0,0.31057181572091963,-0.5507880225782841,-1.0184165836700412,0.14068934255187046
